track_id,explicit,energy,mode,instrumentalness,liveness,valence,popularity_norm,duration_ms_norm,danceability_norm,key_norm,loudness_norm,speechiness_norm,acousticness_norm,tempo_norm,time_signature_norm,col1|activation,col1|amazement,col1|calmness,col1|joyful,col1|nostalgia,col1|power,col1|sadness,col1|solemnity,col1|tenderness,col1|tension,col1|country,col1|hip,col1|hop,col1|reggae,col1|rock
27,78JmElAFmrPNhLjovDR9Jm,0,0.86,1,4.57e-06,0.0558,0.723,0.6900000000000001,0.0245934672084137,0.5560040363269425,0.6363636363636364,0.7978616005873714,0.0819773429454171,0.2630522088353414,0.5557287290821938,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28,5e3isD5st7PGYzSJuoRSIV,0,0.873,0,0.0,0.0521,0.583,0.56,0.0281677730757222,0.5348133198789102,0.3636363636363636,0.8396812285854135,0.121524201853759,0.2981927710843373,0.6581432821524387,0.8,0.41244385308250153,0.5263762560615955,0.5056153381369769,0.41244385308250153,0.3564565934361824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,4zJBF8rXepeoJ0qJOqMLhj,0,0.737,1,6.26e-06,0.1,0.685,0.44,0.0328218468409935,0.3188698284561049,0.1818181818181818,0.8262665198237885,0.0387229660144181,0.0137550200803212,0.5474407523307397,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5962099034741779,0.8028285937853182,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,7LGWqUyCnlE8tvzMaI00If,0,0.659,1,7.23e-05,0.19,0.709,0.27,0.0287587439661338,0.284561049445005,0.1818181818181818,0.7861294664708761,0.0388259526261586,0.089859437751004,0.5482484444823262,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5962099034741779,0.8028285937853182,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,2EMmHEhCZSMMEM85HTFJvj,0,0.84,0,0.00013,0.144,0.655,0.39,0.0350362076472345,0.3299697275479313,0.0,0.8249510523739598,0.1101956745623069,0.1465863453815261,0.3844574054005787,0.8,0.47981000973570564,0.0,0.5881995779568513,0.47981000973570564,0.0,0.43998405153621895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,0vQSLobb4kNy0M1w92bKZm,0,0.781,1,0.00519,0.115,0.751,0.4,0.0358313483000864,0.3935418768920282,0.0,0.8731797601566323,0.0375901132852729,0.0146586345381526,0.3932851965046006,0.8,0.47981000973570564,0.0,0.5881995779568513,0.47981000973570564,0.0,0.43998405153621895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,5lmGgOaixbwKHtpTzjJoqx,0,0.494,0,0.205,0.0919,0.799,0.66,0.0388383577132559,0.7386478304742684,0.5454545454545454,0.7101841654429759,0.0418125643666323,0.3002008032128514,0.5154050028208345,0.8,0.0,0.0,0.0,0.0,0.0,0.7400446495796246,0.0,0.0,0.6725577422263241,0.0,0.0,0.0,0.0,0.0,1.0
34,3BpF6yucdm834NmJGJYZPB,0,0.569,0,0.0497,0.266,0.715,0.45,0.0390544536954727,0.7356205852674066,0.5454545454545454,0.7425966715614292,0.0377960865087538,0.3473895582329317,0.5141630239344755,0.8,0.0,0.0,0.0,0.0,0.0,0.7400446495796246,0.0,0.0,0.6725577422263241,0.0,0.0,0.0,0.0,0.0,1.0
35,779r8XGvQhfBrojXYAbTNb,0,0.487,0,0.172,0.0887,0.782,0.35,0.0388360436706127,0.7396569122098889,0.5454545454545454,0.7118514439549681,0.0429454170957775,0.3082329317269076,0.5154374728570791,0.8,0.0,0.0,0.0,0.0,0.0,0.7400446495796246,0.0,0.0,0.6725577422263241,0.0,0.0,0.0,0.0,0.0,1.0
36,4NTJ6pDMryHou1TdefnoVa,0,0.487,0,0.16,0.091,0.766,0.18,0.0388383577132559,0.7386478304742684,0.5454545454545454,0.7116984826235927,0.0431513903192585,0.2941767068273092,0.5152548289032027,0.8,0.0,0.0,0.0,0.0,0.0,0.7400446495796246,0.0,0.0,0.6725577422263241,0.0,0.0,0.0,0.0,0.0,1.0
37,4mmTgm17x3iKLOKD0x2aPi,0,0.557,0,0.0875,0.0904,0.741,0.2,0.0390615738266824,0.7396569122098889,0.5454545454545454,0.7422142682329906,0.0377960865087538,0.3483935742971887,0.5145567231239422,0.8,0.0,0.0,0.0,0.0,0.0,0.7400446495796246,0.0,0.0,0.6725577422263241,0.0,0.0,0.0,0.0,0.0,1.0
38,5uvosCdMlFdTXhoazkTI5R,0,0.725,0,2.16e-05,0.0905,0.44,0.74,0.0759034467487166,0.4167507568113017,0.2727272727272727,0.8292492657856093,0.0333676622039134,0.3704819277108434,0.5057938720924097,0.8,0.44004749542253396,0.5616050558121962,0.0,0.44004749542253396,0.0,0.4035219690623396,0.0,0.0,0.3667235816182839,0.0,0.0,0.0,0.0,0.0,1.0
39,6ToM0uwxtPKo9CMpbPGYvM,0,0.751,1,0.0,0.17,0.789,0.73,0.0253695615102795,0.4248234106962664,0.8181818181818182,0.7711698482623592,0.0486096807415036,0.2008032128514056,0.3646344482732029,0.8,0.0,0.0,0.0,0.0,0.5285638605823911,0.0,0.46704432334832086,0.0,0.5096768793205534,0.4926655295435328,0.0,0.0,0.0,0.0,1.0
40,1OdO2milIwmQTkIkLZyPo0,0,0.751,1,0.0,0.17,0.789,0.2,0.0253695615102795,0.4248234106962664,0.8181818181818182,0.7711698482623592,0.0486096807415036,0.2028112449799197,0.3646344482732029,0.8,0.0,0.0,0.0,0.0,0.5285638605823911,0.0,0.46704432334832086,0.0,0.5096768793205534,0.4926655295435328,0.0,0.0,0.0,0.0,1.0
41,5fcxVCOtfesNzI2n4Y4kiJ,0,0.615,1,0.000344,0.408,0.799,0.64,0.0289225069839587,0.7477295660948536,0.0,0.794297601566324,0.0368692070030896,0.5210843373493976,0.5215337221620174,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7769021052177268,0.6296214091883026,0.0,1.0,0.0,0.0,0.0,0.0
42,4hupcimlg3UBbW1kAQ6vrT,0,0.553,1,0.0,0.174,0.517,0.63,0.0343811555759349,0.5287588294651867,0.0,0.753074522760646,0.0300720906282183,0.8343373493975904,0.4244564312994914,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,10IdU8PgujnWOe33sWQipV,0,0.56,1,1.89e-06,0.204,0.504,0.38,0.0344381166256131,0.5277497477295661,0.0,0.7528603768967204,0.0294541709577754,0.8263052208835341,0.4244726663176137,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,2EV1QIypzlJcynYfZZZaJ5,0,0.552,1,1.85e-06,0.183,0.492,0.46,0.0344309964944034,0.5105953582240161,0.0,0.7523556045031815,0.0303810504634397,0.822289156626506,0.4241926122550035,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,3sgvSw86M6BmIYPWWwpom7,0,0.431,1,1.5e-06,0.147,0.366,0.27,0.0338590719549779,0.5388496468213926,0.0,0.7317211209006362,0.0373841400617919,0.8393574297188755,0.428986001355624,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,2vdv724FGQhaBMxJGYk5zO,0,0.474,1,1.57e-06,0.144,0.356,0.29,0.0338567579123348,0.5449041372351161,0.0,0.7511625061184533,0.0358393408856848,0.8373493975903614,0.4290915289734192,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,144S2OoUubFZNcQwIjpi6C,0,0.562,1,1.16e-06,0.176,0.517,0.34,0.0343765274906486,0.5307769929364279,0.0,0.7528450807635829,0.0303810504634397,0.8273092369477911,0.4249556581067533,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,1wXDFXQtu90Mz6FeluY30Z,0,0.553,1,1.81e-06,0.216,0.502,0.21,0.0344192482779072,0.5136226034308778,0.0,0.7511625061184533,0.0297631307929969,0.8263052208835341,0.4240586733554942,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,7LOAChK8Lkj8ZdF1LuhNWP,0,0.65,1,0.262,0.105,0.826,0.59,0.0266155844719906,0.8385469223007063,0.8181818181818182,0.8488130200685267,0.0617919670442842,0.1556224899598393,0.4126982194243874,0.8,0.0,0.0,0.0,0.0,0.0,0.665554511687996,0.0,0.746349242628244,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,27r3dprRqVSEmtFwP6o31I,0,0.501,1,0.221,0.217,0.863,0.4,0.025896451219803,0.6871846619576186,0.8181818181818182,0.7985193343122858,0.3542739443872296,0.1114457831325301,0.8263827161997069,0.8,0.0,0.0,0.0,0.0,0.0,0.665554511687996,0.0,0.746349242628244,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,0JNZGIavoUrdup1NsgJOQs,0,0.645,1,0.0,0.191,0.901,0.58,0.0345426045511166,0.5731584258324923,0.4545454545454546,0.789846426823299,0.042842430484037,0.5451807228915664,0.6927319882620818,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,1smn3rqQVSdMebdcbe6cg2,0,0.41,1,0.000227,0.49,0.901,0.31,0.0191750473577727,0.6851664984863775,0.4545454545454546,0.7506271414586392,0.0483007209062821,0.3413654618473896,0.6937426181401976,0.8,0.0,0.0,0.0,0.0,0.749370325006648,0.0,0.6621511277642217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,0gWvVB4bGvADocoPMEDy3K,0,0.42,1,2.35e-06,0.126,0.339,0.58,0.0264612556280187,0.3158425832492432,0.9090909090909092,0.7677741067058247,0.0312049433573635,0.8002008032128515,0.7253440809153304,0.8,0.0,0.0,0.0,0.0,0.6073919453973693,0.0,0.5366976089374832,0.0,0.5856882286909882,0.0,0.0,0.0,0.0,0.0,1.0
54,1xFETaTEKW3X90Lmv9RMAO,0,0.495,1,3.61e-05,0.305,0.519,0.22,0.0264233409293266,0.3107971745711402,0.9090909090909092,0.7540381791483113,0.0324407826982492,0.8664658634538153,0.7328893055876874,0.8,0.0,0.0,0.0,0.0,0.6073919453973693,0.0,0.5366976089374832,0.0,0.5856882286909882,0.0,0.0,0.0,0.0,0.0,1.0
55,2nlSeJ6CgvWeVOkrLmadf6,0,0.797,1,2.17e-05,0.0728,0.196,0.54,0.043659754561957,0.3491422805247224,0.3636363636363636,0.798381669114048,0.0914521112255406,0.0400602409638554,0.5313315555988489,0.8,0.0,0.0,0.0,0.0,0.5778749977686225,0.6131400973157458,0.0,0.0,0.0,0.5386276153499301,0.0,0.0,0.0,0.0,1.0
56,1wgXZFadykcGX9W1olAOmp,0,0.565,1,0.0,0.116,0.775,0.51,0.026184816533799,0.6266397578203834,0.6363636363636364,0.7948941507586882,0.0320288362512873,0.6616465863453815,0.324383779593394,0.8,0.44200273185094596,0.5641004015985641,0.0,0.44200273185094596,0.0,0.40531491382803503,0.0,0.0,0.0,0.35605860138116674,1.0,0.0,0.0,0.0,0.0
57,64qM1cD89B8bY47wcDszWE,0,0.848,1,3.76e-06,0.392,0.833,0.36,0.0259580403547676,0.6215943491422805,0.8181818181818182,0.7991005873715125,0.0421215242018537,0.2660642570281125,0.5715578717514743,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4420787023579956,0.5952826695571307,0.48243235634803283,0.46633033977524047,0.0,0.0,0.0,0.0,1.0
58,46JGVfEEiBScTaiP3Bnh27,0,0.56,1,0.00949,0.0817,0.331,0.33,0.0437038993754577,0.4147325933400605,0.9090909090909092,0.7163638032305433,0.2615859938208033,0.5,0.3991095092559897,0.8,0.41202938575668896,0.0,0.5051072422215662,0.41202938575668896,0.3560983880466595,0.0,0.31465210373525965,0.42369592403845613,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,3bWGaqVeYKMlLss40mPgNn,0,0.554,0,0.0,0.0766,0.963,0.63,0.023114793959423,0.6024217961654894,1.0,0.701419481155164,0.0437693099897013,0.0291164658634538,0.4782633401114534,0.8,0.0,0.0,0.0,0.0,0.5977647511162757,0.0,0.0,0.0,0.5764050394612252,0.5571665216132431,0.0,0.0,0.0,0.0,1.0
60,5FlBGGwGuqYmqr0qeBWrxe,0,0.401,0,0.0,0.086,0.672,0.5700000000000001,0.0465685061644316,0.6205852674066599,0.3636363636363636,0.7025513950073421,0.0522142121524201,0.2038152610441767,0.3570039897557036,0.8,0.0,0.0,0.0,0.0,0.0,0.5694834696360803,0.0,0.6386156938132872,0.5175505515663428,0.0,0.0,0.0,0.0,0.0,1.0
61,53aXCpKRUASUQ8cIDsJ7VN,0,0.533,1,0.00094,0.077,0.97,0.47,0.0269929514261088,0.7436932391523713,0.9090909090909092,0.7627722711698481,0.0595262615859938,0.2590361445783132,0.3008024157706966,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5046945220889162,0.6795982272329806,0.0,0.5323811500374809,0.0,0.0,0.0,1.0,0.0
62,1tKAI8igKXPqovihv4Px57,0,0.503,1,0.831,0.114,0.678,0.45,0.0265253368089067,0.6417759838546923,0.0909090909090909,0.760202520802741,0.0685890834191555,0.0251004016064257,0.3063872620047812,0.8,0.4809420161943344,0.6137961712244256,0.0,0.4809420161943344,0.0,0.0,0.0,0.0,0.4008039599456229,0.0,0.0,0.0,0.0,1.0,0.0
63,6JqjhpgxgoCYSBQ4PzIEn9,0,0.604,1,0.705,0.135,0.7,0.36,0.026492050195501,0.644803229061554,0.0909090909090909,0.815207415565345,0.0646755921730175,0.0216867469879518,0.3067444324034726,0.8,0.4809420161943344,0.6137961712244256,0.0,0.4809420161943344,0.0,0.0,0.0,0.0,0.4008039599456229,0.0,0.0,0.0,0.0,1.0,0.0
64,1o0lfRVsQfRZ6VeAb82vum,0,0.736,1,0.0,0.212,0.962,0.4,0.063011203170452,0.6710393541876892,0.6363636363636364,0.8303811796377875,0.2657054582904222,0.0172690763052208,0.3099792597643487,0.8,0.0,0.0,0.0,0.0,0.0,0.7512818261607694,0.0,0.0,0.0,0.6599815282873753,0.0,0.0,0.0,1.0,0.0
65,3SWisFZfqnjl6ZGpevEG7t,0,0.552,1,0.0,0.186,0.942,0.34,0.0631276173157319,0.6609485368314834,0.6363636363636364,0.7765081987273617,0.3141091658084449,0.0059839357429718,0.3103689001992848,0.8,0.0,0.0,0.0,0.0,0.0,0.7512818261607694,0.0,0.0,0.0,0.6599815282873753,0.0,0.0,0.0,1.0,0.0
66,1H5IfYyIIAlgDX8zguUzns,0,0.382,1,4.74e-06,0.411,0.714,0.73,0.045913454093132,0.491422805247225,0.6363636363636364,0.7512083945178658,0.0318228630278063,0.0423694779116465,0.4730762518213661,0.8,0.0,0.0,0.0,0.0,0.6073919453973693,0.0,0.5366976089374832,0.0,0.5856882286909882,0.0,0.0,0.0,0.0,0.0,1.0
67,6KDG8vvFerlCU63IXdw1zb,0,0.722,1,1.18e-05,0.131,0.609,0.58,0.0478857304382405,0.5469223007063573,0.6363636363636364,0.8402930739109152,0.0269824922760041,0.0518072289156626,0.4676091094686684,0.8,0.0,0.0,0.0,0.0,0.6073919453973693,0.0,0.5366976089374832,0.0,0.5856882286909882,0.0,0.0,0.0,0.0,0.0,1.0
68,7KWoeBqSdZHEloYKVxssfG,0,0.266,1,0.133,0.107,0.491,0.66,0.0292048201864263,0.4076690211907164,0.9090909090909092,0.662506118453255,0.0343975283213182,0.7188755020080322,0.3608882178414732,0.8,0.0,0.0,0.0,0.0,0.5285638605823911,0.0,0.46704432334832086,0.0,0.5096768793205534,0.4926655295435328,0.0,0.0,0.0,0.0,1.0
69,2pCwNrjm7IoAHAj2XqflCu,0,0.411,1,0.00472,0.107,0.454,0.52,0.0309421322016122,0.450050454086781,0.9090909090909092,0.7553383504650024,0.035015447991761,0.784136546184739,0.3531847017424233,0.8,0.0,0.0,0.0,0.0,0.5285638605823911,0.0,0.46704432334832086,0.0,0.5096768793205534,0.4926655295435328,0.0,0.0,0.0,0.0,1.0
