,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Labels,Labels_list
2138,35OB6czoCee3jBuw8sbZLw,Mano cruel,2,136453,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1930-08-18 00:00:00,0.73,0.266,5,-12.392,0,0.116,0.968,0.0,0.152,0.629,63.915,4,"power, tension","['power', 'tension']"
2139,37AeYV1i4fDaml72Cp2onJ,On L'appelait Fleur Des Fortifs,0,195667,0,Georgius,['0Yly6PvJghpLD3Lj8Kvpcj'],1930,0.644,0.297,4,-11.957,1,0.429,0.694,0.0,0.0783,0.764,98.965,3,sadness,['sadness']
2140,37ISmVJE7UbMSqSOlJU4GY,Iron Duke in the Land,2,155742,0,Julian Whiterose,['3wPGBD8zDO3tPGZCClvHDO'],1930-01-01 00:00:00,0.598,0.208,1,-12.745,1,0.0848,0.996,0.739,0.143,0.446,112.679,4,sadness,['sadness']
2141,37QpUrty72KVwZWithoZGs,Alma de loca,3,153133,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1930-08-18 00:00:00,0.705,0.336,8,-12.656,1,0.103,0.984,0.0553,0.119,0.883,125.408,3,"power, tension","['power', 'tension']"
2142,37lMgTXI1sgKJj5ZDEVrhM,Ballade,1,259008,0,Joe Quartz,['59jc8SNpif8tDgrq3TEn5T'],1930,0.488,0.339,0,-10.753,1,0.0268,0.644,0.101,0.0992,0.0821,111.998,4,sadness,['sadness']
2143,38XvN8p6Yio0X7dbsBrklu,Chique - Agua Florida,0,406540,0,Pedro Maffia,['19bGTYqDTRma9hN1Sixxqs'],1930,0.535,0.216,7,-10.578,0,0.054,0.986,0.429,0.545,0.339,118.379,4,power,['power']
2144,38ls1le4Lp0MZrBcWp7Ssq,Easy Go,0,188453,0,Stan Kenton & His Orchestra,['6MHjWRkmBS7mzh7Ol2Aw0b'],1930,0.404,0.753,9,-7.076,1,0.187,0.69,0.26,0.864,0.615,148.261,4,"power, tension","['power', 'tension']"
2145,39i2G30uGJfgn04zs8paDn,Ta paidia tis agoras,0,199880,0,Rita Ampatzi,['0iqQBxiXR0b5Azp3qwwF2e'],1930-01-01 00:00:00,0.666,0.246,0,-11.857,1,0.0505,0.995,0.0191,0.161,0.937,115.523,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
2146,3AgSQPQnMXBbUAqRQzRO5x,Dream Star of Araby,0,182960,0,Jack Payne,['7yPRjz2N7RJupcMfAJpI1f'],1930,0.53,0.133,3,-20.516,1,0.0323,0.971,0.689,0.118,0.382,114.808,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2147,3BCQ4GyCvRUdCfmKj49ro6,Flores del Pasado,0,155324,0,"Margarita Cueto, Carlos Mejía","['2Hav1ZlTlpuKrgodT9TQLY', '6C9KpkQG1iRYtMGJ6vlvDk']",1930-01-01 00:00:00,0.629,0.224,5,-13.921,0,0.0437,0.992,0.000103,0.106,0.666,84.373,4,"tension, sadness","['tension', 'sadness']"
2148,3Bkf54NKwD7wvxU55iAH7y,Oh! Señorita,1,144067,0,Raquel Meller,['5z98sbJoJbAfyoE3IaGQ97'],1930-01-01 00:00:00,0.627,0.284,5,-7.589,1,0.032,0.989,0.00267,0.321,0.772,102.22,4,tension,['tension']
2149,3C6TIAcKIfP1sMtlt5Z5so,La novia ausente,3,151040,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1930-08-18 00:00:00,0.715,0.248,10,-13.994,1,0.133,0.987,0.0165,0.137,0.734,121.559,4,"tension, sadness","['tension', 'sadness']"
2150,3EL1tmvsT31EGpHJu179vB,Midnight Blues,0,163376,0,Jay Stutes,['53VodlbxxaUHY75vYFaOGt'],1930-01-12 00:00:00,0.435,0.624,2,-7.786,1,0.0676,0.859,0.000543,0.835,0.865,143.189,4,"power, tension","['power', 'tension']"
2151,3EMPnqbPpo34K1iUnghxP3,Fancy Our Meeting,4,191693,0,Al Bowlly,['6l3iPTof4l2D75Wawq9w7R'],1930,0.481,0.0636,3,-16.684,1,0.0549,0.96,7.77e-06,0.0798,0.257,64.943,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2152,3G6DboPzdVb5Mtlph7lEBf,I Called You This Morning,0,181560,0,Memphis Minnie,['2WGyRLosdDgGJTLijIPpNC'],1930,0.623,0.385,7,-5.98,1,0.0822,0.968,0.00111,0.112,0.808,167.334,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2153,3HX0SCJArqSRlZSIL5VJp8,Las Tardes del Ritz,0,175856,0,Margarita Cueto,['2Hav1ZlTlpuKrgodT9TQLY'],1930-01-01 00:00:00,0.379,0.199,2,-14.723,1,0.0729,0.994,0.912,0.118,0.834,199.64,4,tension,['tension']
2154,3HYOw1m3dLyu6soCno0nLo,The Growl,0,164400,0,"Baron Lee, The Blue Rhythm Band, Charlie Holmes","['6ttsvi75zlGk8d26F2Y0oo', '7rjf3ElI8cEzLqtCLSNHXD', '2r4TSKiWtkA3VbFUiXwDdh']",1930,0.57,0.343,8,-9.482,1,0.219,0.943,0.477,0.24,0.762,166.565,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2155,3HeXfgP8AzMNgR46E9mb9f,I've Got a Feeling I'm Falling,3,160773,0,Jack Payne,['7yPRjz2N7RJupcMfAJpI1f'],1930,0.729,0.11,3,-19.599,1,0.131,0.982,0.0268,0.0839,0.792,99.292,4,"power, tension","['power', 'tension']"
2156,3I50pG7jDuFRRHeYFadHtH,Married to You,0,192758,0,Merricks Orchestra,['7oHBNDbk4l4ccirSwN94EF'],1930-01-01 00:00:00,0.589,0.463,8,-9.085,1,0.041,0.995,0.905,0.314,0.954,111.151,4,"nostalgia, sadness","['nostalgia', 'sadness']"
2157,3LtFWWRkChXjWnlecaq8EJ,La Gacela,0,154514,0,Sexteto Santa Cecilia,['41wAdoNoMuxb8Q2SBBydcF'],1930-01-01 00:00:00,0.525,0.309,6,-13.7,1,0.0492,0.874,0.464,0.435,0.77,127.953,4,tension,['tension']
2158,3NDn7SiVRBjtYGFhs90KPm,Caroni Swamp,4,179435,0,Phil Madison,['4cTtGDfJourit364lz68xe'],1930-01-01 00:00:00,0.611,0.286,5,-10.853,1,0.217,0.994,1.08e-06,0.405,0.452,82.857,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2159,3NcrI2QrHNasx6VE4TFx1B,J'ai Deux Amours,0,192027,0,Joséphine Baker,['2RXsHRCnva6BsZ12SSAzcz'],1930,0.397,0.165,0,-13.51,1,0.0485,0.944,0.0,0.0803,0.321,131.322,3,"tension, sadness","['tension', 'sadness']"
2160,3O2dUgTXupDvNbfWRiz8Hk,One Door Closes,0,264173,0,Robert David Hall,['5W4w8o6jZK2X95HIIUW5Ww'],1930,0.63,0.59,9,-6.608,1,0.0272,0.549,1.62e-06,0.179,0.598,113.171,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2161,3PGU4Fj77RjEdPtVglEIGx,Rosalie Est Partie,0,185707,0,M. Malloire,['3K6cSaSB2IOwC45lccxZkB'],1930,0.791,0.356,6,-11.944,0,0.0888,0.815,0.0,0.327,0.844,120.682,4,tension,['tension']
2162,3Q8hlr7f1rHsv6a6nMSMqY,Medley Of Armstrong Hits - Part I - Remastered - 1996,2,267533,0,Louis Armstrong,['19eLuQmk9aCobbVDHc6eek'],1930,0.504,0.24,3,-10.917,1,0.0698,0.99,0.00268,0.229,0.5,143.343,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2163,71bkiosdVssjMrVDbdeG7n,Volver,50,172613,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.482,0.287,1,-9.108,0,0.0482,0.981,1.7e-05,0.3,0.536,69.804,4,sadness,['sadness']
2164,3auaAuDjfudSv259S2UVlo,Mano A Mano,36,187173,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.705,0.307,4,-11.163,0,0.134,0.988,0.000968,0.177,0.613,121.847,4,tension,['tension']
2165,6MdjSQPkhUnlkP0yptEmbF,Volvió Una Noche,28,182320,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.452,0.253,2,-8.107,1,0.0733,0.947,0.000202,0.252,0.553,169.419,3,"tension, sadness","['tension', 'sadness']"
2166,6fyDrjv9BKI39ZqvjHOflO,Anclao En París,26,131893,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.697,0.439,3,-10.475,1,0.307,0.936,0.00393,0.307,0.747,122.363,3,"tension, sadness","['tension', 'sadness']"
2167,4Aeus4U3EiGtUF9cyempfd,Soy Una Fiera,24,146240,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.595,0.386,8,-11.447,1,0.328,0.995,0.493,0.232,0.852,177.603,4,"power, tension","['power', 'tension']"
2168,0z12YPLzCh2yZgwT6OGhjn,Tomo Y Obligo,23,132453,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.722,0.403,1,-9.57,0,0.166,0.985,2.95e-06,0.0902,0.818,118.492,4,"tension, sadness","['tension', 'sadness']"
2169,4Mi13CyZHas82GRNnOJSlS,Leguisamo Solo,20,144987,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.676,0.384,3,-9.767,1,0.343,0.991,0.000409,0.0905,0.845,143.235,4,"power, tension","['power', 'tension']"
2170,0z3LYFyGRTLIWU2hObL6bi,As Time Goes By,17,162938,0,James Piano Bar,['5p44gWXVKjv3OMhh8Uj1bH'],1931,0.59,0.301,2,-15.008,1,0.0364,0.984,0.928,0.102,0.452,99.922,4,power,['power']
2171,3yV2E0ioIyFbaYsERldacn,Me Da Pena Confesarlo,18,153680,0,Carlos Gardel,['05Q9xndTxhXhD5trpmTtfU'],1931-01-01 00:00:00,0.714,0.256,5,-11.366,1,0.115,0.988,1.7e-06,0.102,0.642,121.485,4,"tension, sadness","['tension', 'sadness']"
2172,2TPmGr30dbbJtdWVtcC2Fk,When It's Sleepy Time Down South,17,136539,0,Patrick Hunt,['3t4jXLaLsUFKjmhA5NiNYL'],1931,0.6,0.0673,4,-21.48,1,0.104,0.995,0.969,0.107,0.125,107.802,4,"power, tension","['power', 'tension']"
2173,2j2tmODJsNWGh0AfHT6Cyy,When It's Sleepy Time Down South,17,148000,0,James Piano Bar,['5p44gWXVKjv3OMhh8Uj1bH'],1931,0.542,0.153,3,-19.92,1,0.0818,0.995,0.972,0.108,0.222,102.699,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2174,3b2uUjDPKyhKg7IoW7bbZ3,Ou sont tous mes amants,11,202640,0,Fréhel,['0ike8zNDzesj4aOoyZMKho'],1931,0.378,0.416,9,-4.364,0,0.0515,0.959,0.0,0.303,0.579,76.584,4,"tension, sadness","['tension', 'sadness']"
2175,4vkWZ8CqUxF4roCTLpzCe5,Dark Holler Blues,12,178416,0,Clarence Ashley,['62OfrERsnZFWXyaruPhOh7'],1931-04-16 00:00:00,0.586,0.317,9,-11.837,1,0.0546,0.987,4.14e-06,0.325,0.534,138.497,4,nostalgia,['nostalgia']
2176,11Btoscfeja7ZlKdtsnE2I,Body and Soul,6,197167,0,Louis Armstrong Orchestra,['3kxKEf21b0e023r7Uvk5nq'],1931-01-01 00:00:00,0.453,0.171,7,-16.134,1,0.0761,0.978,0.174,0.153,0.347,82.809,3,"tenderness, sadness","['tenderness', 'sadness']"
2177,1ntKZ2UwdAAgFkyBZuFTW3,St. Louis Blues,5,182035,0,Louis Armstrong Orchestra,['3kxKEf21b0e023r7Uvk5nq'],1931-01-01 00:00:00,0.666,0.4,6,-9.502,1,0.0683,0.949,0.894,0.0945,0.902,176.459,4,"tension, sadness","['tension', 'sadness']"
2178,4Qss6YELSdCRBK3NXpjwka,"Okay, Baby",5,168080,0,"Jack Payne, His BBC Dance Orchestra","['7yPRjz2N7RJupcMfAJpI1f', '1qGbQOy49iiZ31sr7jNvbW']",1931,0.796,0.298,10,-18.478,1,0.0411,0.937,0.103,0.105,0.771,113.067,4,"power, tension","['power', 'tension']"
2179,00MLAqz5zAn1K0Hm8IbrGn,That's How I Got My Start,0,170707,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.747,0.193,3,-12.712,1,0.0616,0.98,0.0,0.0884,0.65,83.347,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2180,01RqneNc64MLAjT3hVorV2,Ya Atey Al Hayy,0,200440,0,Umm Kulthum,['52lsD82iOqGtyfEMqWgk4f'],1931-01-01 00:00:00,0.305,0.141,5,-20.028,0,0.0457,0.994,0.869,0.242,0.116,87.973,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2181,04MOclAvU1IofjsvukEaxC,Gannet Naeimy,0,340333,0,Umm Kulthum,['52lsD82iOqGtyfEMqWgk4f'],1931-01-01 00:00:00,0.424,0.106,3,-19.378,1,0.0463,0.989,0.00979,0.151,0.396,124.891,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
2182,04NPQH5Ujv250o2eNAwgFa,Les P'tits Pois,0,195867,0,Dranem,['4CS6boY7NQGD74SkUvlqp4'],1931,0.725,0.403,8,-10.652,1,0.382,0.964,3.07e-05,0.0607,0.881,118.157,4,"tension, sadness","['tension', 'sadness']"
2183,07FqSHs3VjOOxm4rAg0tJb,Ahora Si,0,206545,0,Sexteto Habanero,['4hEmgnTMRiUy3L9QTAkCzX'],1931-07-01 00:00:00,0.516,0.481,4,-16.707,1,0.0525,0.878,0.00672,0.159,0.839,124.994,4,"tension, sadness","['tension', 'sadness']"
2184,0MzMlsV0tMXp7lhl49Ff5q,Primavera de Amor - Instrumental (Remasterizado),0,192000,0,Francisco Canaro,['2maQMqxNnlRrBrS1oAsrX9'],1931-12-05 00:00:00,0.44,0.459,2,-6.074,0,0.0769,0.952,0.804,0.306,0.798,166.498,3,"power, tension","['power', 'tension']"
2185,0NpKx7FhEXAIobVZpo8m9C,Little Joe,1,191680,0,Louis Armstrong Orchestra,['3kxKEf21b0e023r7Uvk5nq'],1931-01-01 00:00:00,0.601,0.235,7,-14.202,0,0.0754,0.97,0.453,0.101,0.836,125.629,4,"power, tension","['power', 'tension']"
2186,0NpubYBaLa7bsvJlVqpOVz,I'll Be Thinking Of You Little Girl,0,172640,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.418,0.256,0,-12.391,1,0.0336,0.987,0.000172,0.253,0.623,141.097,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
2187,0TunriGhIGgJ57qqcwtVXQ,Un Vieux Farceur,0,170733,0,Esther Lekain,['1to36dTNdLxGNHqfWCoTtJ'],1931,0.534,0.158,6,-16.22,0,0.329,0.981,0.0,0.311,0.626,76.758,3,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
2188,0Ur2Ugymd3HLj4ZboQ4P1q,Summer Paradise,0,249747,0,Sax Man Mike Clark,['77zGY6H5ikrI96LmBZRcVG'],1931-02-01 00:00:00,0.468,0.628,5,-7.972,1,0.0299,0.387,0.951,0.117,0.632,134.018,4,power,['power']
2189,0WIeorAtbwA0sJaZ3IyDTg,Depot Blues,0,164702,0,Crowder Brother,['0UiYdJ5QABw08glEN26e9S'],1931-04-16 00:00:00,0.54,0.347,8,-12.309,1,0.0349,0.985,0.0193,0.183,0.191,99.471,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
2190,0Wxv0TYvywknfryj5vEMIe,Crooked Creek Blues,0,172852,0,Walter Davis & Gwen Foster,['2HRXFIERp2atyfpC2e6XM3'],1931-04-16 00:00:00,0.68,0.427,4,-9.367,1,0.0334,0.965,0.071,0.198,0.757,118.027,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2191,0aw26i2CStVJ4RNOb2BijN,After Your Kiss,0,195760,0,"Jack Payne, His BBC Dance Orchestra","['7yPRjz2N7RJupcMfAJpI1f', '1qGbQOy49iiZ31sr7jNvbW']",1931,0.53,0.112,10,-20.504,1,0.0403,0.966,0.0419,0.0844,0.313,116.529,4,"power, tension","['power', 'tension']"
2192,0cGhW8yZLc53uMc8OPpxBm,Do Right Daddy Blues,0,188147,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.587,0.214,3,-13.6,1,0.0563,0.987,0.0,0.159,0.711,143.242,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
2193,0dKSCoBK8DyVo6hYEbB4Iu,Tel qu'il est,0,167133,0,Fréhel,['0ike8zNDzesj4aOoyZMKho'],1931,0.703,0.585,7,-2.735,1,0.0445,0.957,0.0,0.0955,0.83,123.545,3,sadness,['sadness']
2194,0hsENn5yZVfntjmy9GnLL0,Summer Time,0,292107,0,Sax Man Mike Clark,['77zGY6H5ikrI96LmBZRcVG'],1931-02-01 00:00:00,0.459,0.461,9,-7.996,0,0.0275,0.793,0.498,0.295,0.154,92.038,4,"power, tension","['power', 'tension']"
2195,0lWiPMeJ8PXGvD0yidI5SL,I'm in the Mood for Singing,0,147400,0,Jeff Beatman,['2jKc3k1WcsC3GpuYrKIUvf'],1931-03-30 00:00:00,0.671,0.363,0,-14.398,1,0.1,0.81,0.0,0.716,0.893,95.789,4,"power, tension","['power', 'tension']"
2196,0nDtrk2oensWgmTC6Aaoop,L'âme Des Violons,0,201333,0,Jean Lumière,['4qi2q6mMbDtt2lU1INmW3s'],1931,0.447,0.0575,9,-18.744,1,0.0487,0.959,0.0,0.315,0.331,107.938,3,tension,['tension']
2197,0oeVOKCrE6UMj3snPXlsrE,Summer Blues,0,296747,0,Sax Man Mike Clark,['77zGY6H5ikrI96LmBZRcVG'],1931-02-01 00:00:00,0.478,0.617,0,-8.444,1,0.0287,0.712,0.827,0.206,0.0985,75.047,4,"power, tension","['power', 'tension']"
2198,0rLvtWSq1ENEwLFtCzMdjm,Poca River Blues,0,180062,0,Justice & Jarvis,['5FDKkffUj5m8ozGJeJvlAZ'],1931-04-16 00:00:00,0.573,0.409,0,-11.469,1,0.0579,0.942,0.726,0.386,0.95,97.252,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2199,0tiJiufxQm9HPFRUSHexs0,Sous les ponts,0,200933,0,Fréhel,['0ike8zNDzesj4aOoyZMKho'],1931,0.376,0.462,10,-4.771,1,0.0319,0.988,0.000539,0.32,0.468,129.853,4,"tension, sadness","['tension', 'sadness']"
2200,0tnoccuIlx6fS6dDpqVpUK,Le Grand Frisé,0,170640,0,Damia,['3XbKvMoMrInANw4FfHSG1y'],1931,0.527,0.177,3,-13.565,1,0.1,0.855,0.0,0.0588,0.461,77.582,1,"tension, sadness","['tension', 'sadness']"
2201,0ym8uX4CPLjri7hMPIULqp,She Wouldn't Do It,0,199853,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.467,0.171,2,-14.029,1,0.0488,0.992,1.5e-06,0.365,0.659,169.551,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2202,11TIXb7RGJEYBFFRmWJCyi,Gloria Nacional - Remasterizado,0,187507,0,"Francisco Canaro, Charlo","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1931-12-14 00:00:00,0.644,0.37,9,-6.997,1,0.279,0.989,0.0305,0.427,0.912,152.438,4,"power, tension","['power', 'tension']"
2203,1BXmnDVM7ABacLJo9PuRUI,Wang Wang Harmonica Blues,0,177998,0,The Carver Boys,['74Te5O5lNQGhHe2RJU8qBN'],1931-04-16 00:00:00,0.784,0.225,2,-9.033,1,0.104,0.96,0.929,0.123,0.883,94.158,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2204,1CKNzjeG9EEevgFIzQj6ye,Nido de Amor - Instrumental (Remasterizado),0,213507,0,Francisco Canaro,['2maQMqxNnlRrBrS1oAsrX9'],1931-12-12 00:00:00,0.41,0.495,2,-6.822,0,0.165,0.974,0.148,0.176,0.525,174.378,3,"power, tension","['power', 'tension']"
2205,1HC2QnBN1jR7rMhcKVSACa,Les Femmes Et L'amour,0,220907,0,Sacha Guitry,['5WxFNZUj28Pvf9fsOivG5F'],1931,0.722,0.335,8,-18.752,0,0.948,0.811,0.0,0.336,0.494,119.51,3,sadness,['sadness']
2206,1LEvV2otS9raXSPEv8er65,Ya Naseem El Fagr,0,405773,0,Umm Kulthum,['52lsD82iOqGtyfEMqWgk4f'],1931-01-01 00:00:00,0.381,0.0869,4,-22.739,0,0.0368,0.965,0.079,0.133,0.226,109.849,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
2207,1MwC9IQgbCKyl1dWHGbhuB,Don't Be Cruel,0,127399,0,Martin Jakobsen,['5732xnDszNfrwlEa8lbyB8'],1931,0.539,0.476,7,-14.939,1,0.0333,0.296,0.000232,0.125,0.82,83.876,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2208,1Nrw8rS4hEZgzoHiN6qKV7,La Vigne Aux Moineaux,0,196867,0,Dranem,['4CS6boY7NQGD74SkUvlqp4'],1931,0.714,0.35,7,-11.93,1,0.309,0.967,6.31e-06,0.159,0.799,122.693,4,"tension, sadness","['tension', 'sadness']"
2209,1PyaO22sHizkUdP9EuvDDJ,La Môme Caoutchouc,0,145253,0,Jean Gabin,['5KgyBu5IZHjbtNQlacc45z'],1931,0.798,0.29,10,-13.612,1,0.162,0.965,0.0,0.0374,0.908,99.312,3,"power, tension, sadness","['power', 'tension', 'sadness']"
2210,1Q1zDfb7dM73z1o72G0IhN,Yama Amar El Foraa,0,370413,0,Umm Kulthum,['52lsD82iOqGtyfEMqWgk4f'],1931-01-01 00:00:00,0.198,0.00933,3,-35.082,1,0.0423,0.982,2.16e-06,0.355,0.204,67.617,5,"power, tension, sadness","['power', 'tension', 'sadness']"
2211,1cC4bUDK37x3iIkBC8wgoI,Where is Thumbkin?,0,92040,0,Jeff Beatman,['2jKc3k1WcsC3GpuYrKIUvf'],1931-03-30 00:00:00,0.807,0.248,1,-11.813,1,0.318,0.949,0.0,0.774,0.812,72.112,4,"power, tension","['power', 'tension']"
2212,1fHL44TF4R8nbWaoqL07Zr,A Tune for You,0,346747,0,Sax Man Mike Clark,['77zGY6H5ikrI96LmBZRcVG'],1931-02-01 00:00:00,0.517,0.547,5,-8.076,1,0.0273,0.657,0.907,0.265,0.216,94.994,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2213,1iORMbAyLGajamxnzStDX3,Dream A Little Dream Of Me,0,229629,0,John Earth Heart,['28Pb7wS62Z4JPOadi5YtV1'],1931,0.48,0.186,0,-14.045,1,0.0309,0.94,3.33e-05,0.18,0.266,73.403,4,tenderness,['tenderness']
2214,1mAhbWtqqalSXBTI4QPO18,Oudarik,0,211213,0,M. N. Ghosh,['2BmsHycP0u0IVurrZa9pud'],1931-12-01 00:00:00,0.578,0.0929,1,-19.957,1,0.106,0.996,0.908,0.262,0.501,136.096,3,"power, tension","['power', 'tension']"
2215,1pMw7KwfdN4Q1i3AgXqIiJ,Couchés Dans Le Foin,0,195640,0,"Pills, Tabet","['2ttKSj7cxVoksQ4CI3u7ul', '53hKqWlg6oC87DwifrRpf8']",1931,0.66,0.14,2,-15.283,1,0.0876,0.953,0.0,0.137,0.459,122.889,4,sadness,['sadness']
2216,1sMbC3eD2h3sW4Nk1FGC3B,Brown Skin Blues,0,193567,0,Dick Justice,['4NsftmqvmNQqMhfD5WJN7n'],1931-04-16 00:00:00,0.523,0.301,4,-13.303,1,0.0349,0.992,0.421,0.131,0.465,76.756,4,"power, tension","['power', 'tension']"
2217,1ums5X24EKYvBg8fkTjvac,Como Esta Miguel,1,197345,0,Sexteto Habanero,['4hEmgnTMRiUy3L9QTAkCzX'],1931-07-01 00:00:00,0.513,0.465,4,-16.914,1,0.0415,0.959,0.847,0.505,0.963,144.981,4,"tension, sadness","['tension', 'sadness']"
2218,1yAzFI9dVfJcdZCRtZTsC3,All of Me,0,218749,0,Martin Jakobsen,['5732xnDszNfrwlEa8lbyB8'],1931,0.592,0.45,2,-10.322,1,0.0354,0.24,3.73e-05,0.108,0.73,75.006,4,tenderness,['tenderness']
2219,20Il0E3ycrvcIcZGrA23Gz,Bessie Couldn't Help It,2,202264,0,Louis Armstrong Orchestra,['3kxKEf21b0e023r7Uvk5nq'],1931-01-01 00:00:00,0.745,0.181,5,-11.183,1,0.0552,0.988,0.234,0.0819,0.731,81.25,4,sadness,['sadness']
2220,23sIph9F9YUJCsVAp3uQhz,Esas No Son Cubanas,0,173785,0,Sexteto Habanero,['4hEmgnTMRiUy3L9QTAkCzX'],1931-07-01 00:00:00,0.775,0.373,4,-17.183,1,0.0545,0.895,0.729,0.128,0.958,136.426,4,"power, tension","['power', 'tension']"
2221,2470P2nzDB6A8EFw8tvqDW,Erotic Moon,0,317747,0,Sax Man Mike Clark,['77zGY6H5ikrI96LmBZRcVG'],1931-02-01 00:00:00,0.411,0.533,7,-7.245,0,0.0273,0.803,0.187,0.127,0.146,79.941,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
2222,284tEstzJkqHjcRF2UreAO,Din Phuralo Samjhe Chalo,0,216893,0,M. N. Ghosh,['2BmsHycP0u0IVurrZa9pud'],1931-12-01 00:00:00,0.364,0.000603,1,-20.174,1,0.0762,0.996,0.935,0.3,0.796,220.229,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2223,2BAxin4C8J46pSBpEZOZP0,El Boad Alemny El Sahar,0,424547,0,Umm Kulthum,['52lsD82iOqGtyfEMqWgk4f'],1931-01-01 00:00:00,0.464,0.19,4,-16.307,1,0.0599,0.987,7.15e-05,0.248,0.479,119.953,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2224,2ENb7ZocXV4Mc3gtdZC6RT,T.B. Blues,0,178680,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.669,0.218,3,-12.498,1,0.0505,0.96,1.11e-06,0.224,0.694,131.812,4,"power, tension, sadness","['power', 'tension', 'sadness']"
2225,2GQF14OUktD7N1vkZaCxuj,Le Chant De Barbara,0,223667,0,Florelle,['2GHL7tJhGem7aWKr0J2uQu'],1931,0.46,0.151,2,-16.236,0,0.104,0.984,2.09e-06,0.0905,0.244,72.032,3,sadness,['sadness']
2226,2Kqm3DiSIfqE2VRUvnfylL,La valse à tout le monde,0,164440,0,Fréhel,['0ike8zNDzesj4aOoyZMKho'],1931,0.689,0.453,7,-3.592,1,0.0329,0.985,0.000444,0.104,0.85,95.416,4,tension,['tension']
2227,2MbcpFtIAUFv6QCwNWjZAj,Here we go 'round the Mulberry Bush,0,93160,0,Jeff Beatman,['2jKc3k1WcsC3GpuYrKIUvf'],1931-03-30 00:00:00,0.741,0.312,7,-16.058,1,0.839,0.925,0.0,0.903,0.917,113.987,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
2228,2NdQaQDjT0QNKVXnS9lPvQ,Valley In The Hills,0,172200,0,Gene Autry,['5ixB75BQR3ADoWQkcHQJTs'],1931,0.58,0.151,0,-13.242,1,0.0352,0.937,0.0,0.101,0.57,136.103,4,tenderness,['tenderness']
2229,2RK7pACnrLeOFIIuOuyCxY,Delilah,0,204278,0,Martin Jakobsen,['5732xnDszNfrwlEa8lbyB8'],1931,0.415,0.465,9,-12.87,0,0.0317,0.504,0.0,0.156,0.464,95.675,1,"power, tension","['power', 'tension']"
