,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Labels,Labels_list
0,5noY3HlTIAG7zWTvo5Esuw,Lovin' Mama Blues,0,194893,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.72,0.173,7,-13.008,0,0.0622,0.981,2.09e-05,0.134,0.686,94.748,4,tenderness,['tenderness']
1,5smDXG2qVnai0gT6LV5ykD,Says My Heart - Take 2,2,165840,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.684,0.26,5,-14.748,1,0.0686,0.912,2.2e-06,0.12,0.628,134.793,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
2,5zpu9719Lmw6oxA6lYafPV,When a Woman Loves a Man,4,143560,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.672,0.154,5,-14.243,0,0.0349,0.926,0.0,0.214,0.457,87.309,4,tenderness,['tenderness']
3,60iiYgEUnphcbXi4za4Fn7,My Funny Valentine,0,233718,0,Barry E. Fry,['3Tn6L1ex4AAUfHuQJU3pv9'],1937,0.414,0.216,0,-17.001,0,0.0331,0.933,0.199,0.202,0.182,119.512,3,"tension, sadness","['tension', 'sadness']"
4,64CzEQH3WDItM71YcZojYP,When You're Smiling,3,176200,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.511,0.324,3,-11.07,1,0.0556,0.924,0.952,0.212,0.855,179.699,3,"power, tension","['power', 'tension']"
5,659duflA1LthK15gcUyYxa,Forget If You Can - Take 1,3,171547,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.725,0.167,0,-14.842,1,0.0477,0.87,0.0,0.232,0.629,97.034,4,"tenderness, sadness","['tenderness', 'sadness']"
6,67BGtcJJyPulMsTBQ0LJIW,I've Got a Date with a Dream - Take 1,4,162067,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.602,0.13,10,-14.809,1,0.0819,0.953,0.0,0.125,0.543,101.446,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
7,67UYmYAY0mnktdAxGjPI1V,Yeh Duniya Prem Ki Basti Hai,0,204049,0,Sardar Mansoor,['708enuix1Gg9XeIKpsgQN4'],1937-12-31 00:00:00,0.356,0.319,5,-9.556,1,0.0372,0.96,0.151,0.69,0.296,101.312,4,"power, tension","['power', 'tension']"
8,69vS2obN7I9dmpJz83oIGo,Ain't the Gravy Good?,0,186787,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.638,0.442,7,-6.249,1,0.038,0.604,0.0,0.115,0.878,132.578,4,sadness,['sadness']
9,6C0oGIzjcRnK3t6zIe1q3F,My Funny Valentine,0,155024,0,Marie Earth Heart,['5lrfVtLwGtd055aUIJUgT5'],1937,0.338,0.225,10,-13.333,1,0.0389,0.958,7.95e-06,0.126,0.0721,125.517,3,"power, tension","['power', 'tension']"
10,6HsZXE13m5gTLOy2YobIaD,"Blow, Champ, Blow",0,183573,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.559,0.411,1,-9.55,1,0.0647,0.501,1.36e-05,0.0565,0.747,145.989,4,"power, tension, sadness","['power', 'tension', 'sadness']"
11,6Kn9byJnmA0c0Su3JLFrMg,San Luigi,2,202867,0,Trio Lescano,['67ADMLf2wkZTfocddPxMOO'],1937-01-01 00:00:00,0.593,0.259,0,-9.332,1,0.0644,0.973,0.0513,0.136,0.625,114.335,4,"tension, sadness","['tension', 'sadness']"
12,6L47cvJNgod0eiVv23eJwZ,I Can't Believe That You're In Love With Me,0,155667,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.698,0.246,2,-12.288,0,0.044,0.965,0.729,0.212,0.73,156.189,4,"power, tension","['power', 'tension']"
13,6LUaIxp8NBLI50TZhwKB4U,Jump For Joy,1,202107,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.63,0.445,7,-12.331,0,0.0771,0.969,0.0369,0.118,0.838,124.99,4,"tension, sadness","['tension', 'sadness']"
14,6MNQukyVgzEuGooGDYpCEP,Now They Call It Swing - Take 1,4,186373,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.577,0.252,5,-13.473,1,0.0682,0.814,0.0,0.074,0.814,149.374,4,sadness,['sadness']
15,6OFhwUIW1UPG0qmF5Zlr5L,I'm Confessin',2,201067,0,Artie Shaw,['5wam12nGWDBIrLDV78TNSF'],1937,0.478,0.203,10,-16.632,1,0.0482,0.964,0.659,0.399,0.681,112.964,4,"power, tension","['power', 'tension']"
16,6R80CS19naknZ6CYSPHz1R,"Take Your Shoes Off, Baby",3,170533,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.648,0.229,0,-12.844,1,0.0577,0.856,0.000132,0.293,0.779,77.625,4,"power, tension, sadness","['power', 'tension', 'sadness']"
17,6RFHRWpkwPrgp1rRMh27sI,No Frevo Do Amor,0,178600,0,Carmen Miranda,['7iSJhi05cFvFylzw921y3H'],1937,0.708,0.427,3,-12.785,1,0.0476,0.84,0.249,0.174,0.553,141.877,4,"power, sadness","['power', 'sadness']"
18,6WKMEp3wLmRg48LFd8QcxG,La catrera,0,151536,0,"""Juan DArienzo""",['46beGPwcX2QEZcmuvrMqp4'],1937-04-12 00:00:00,0.714,0.135,1,-12.518,1,0.129,0.95,0.00477,0.322,0.61,130.635,4,tension,['tension']
19,6ZrlpTIuCuaBNZnDDSQeHt,Two,0,242156,0,Mushy Peas,['7FUVtAMuAvXbrDnOZUJBkr'],1937-01-17 00:00:00,0.565,0.164,2,-14.793,1,0.123,0.86,0.168,0.0926,0.289,78.225,4,"power, tension","['power', 'tension']"
20,6hL7g9HT5H4OMUSkaoGE0w,Some Of Life,0,208173,0,Shanta Apte,['5cOYAkL1Zm9aLBZEI1nWWJ'],1937-12-01 00:00:00,0.379,0.133,4,-11.189,0,0.0663,0.983,3.93e-05,0.0952,0.187,77.496,3,"power, tension","['power', 'tension']"
21,6hj2mfj90BI67oRMuWLnB2,Thirteen,0,254042,0,Mushy Peas,['7FUVtAMuAvXbrDnOZUJBkr'],1937-01-17 00:00:00,0.503,0.32,9,-12.57,1,0.0495,0.692,1.22e-06,0.131,0.45,60.054,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
22,6jcMHOCEAB0HQ1XiR8V0GS,Who Wants Love?,4,152267,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.705,0.23,7,-10.82,0,0.0433,0.951,0.0,0.189,0.639,139.587,4,tenderness,['tenderness']
23,6pMoPy6ZddeU3jXPntPx3a,Seven,0,237715,0,Mushy Peas,['7FUVtAMuAvXbrDnOZUJBkr'],1937-01-17 00:00:00,0.819,0.412,2,-15.092,1,0.101,0.849,0.745,0.113,0.689,119.817,4,tension,['tension']
24,6s18zKRvspRIFdwTrtXtZh,El internado,1,155820,0,"""Juan DArienzo""",['46beGPwcX2QEZcmuvrMqp4'],1937-04-12 00:00:00,0.847,0.176,2,-11.772,0,0.113,0.93,0.315,0.0548,0.668,129.403,4,"power, tension","['power', 'tension']"
25,6ssyGeJUY9grIGFixiQ0m6,They Can't Take That Away from Me - Live,4,204560,0,"Billie Holiday, Count Basie","['1YzCsTRb22dQkh9lghPIrp', '2jFZlvIea42ZvcCw4OeEdA']",1937,0.505,0.299,10,-10.107,1,0.0354,0.961,0.000738,0.323,0.62,95.119,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
26,71Izujs3JNObaCwMs3iPNh,Rose Room (feat. Benny Goodman & Charlie Christian),0,167680,0,"Benny Goodman Sextet, Benny Goodman, Charlie Christian","['33N6sGOKJwLGOnq31ZmEl1', '1pBuKaLHJlIlqYxQQaflve', '0WdDpEeDIDmtYh5sqRrdI6']",1937,0.729,0.213,8,-13.841,1,0.0411,0.986,0.351,0.0904,0.864,143.782,4,"power, tension, sadness","['power', 'tension', 'sadness']"
27,71cBtkNShka7ubuLfrJJvK,Without Your Love - Take 1,4,171240,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.745,0.219,5,-11.547,1,0.047,0.885,0.0,0.675,0.785,118.725,4,"power, tension","['power', 'tension']"
28,7CShHdqNACCQ276T8T46bR,Yours and Mine (with Teddy Wilson & His Orchestra),4,195400,0,"Billie Holiday, Teddy Wilson","['1YzCsTRb22dQkh9lghPIrp', '0tg5uVI4VjzZOFzBryJZii']",1937,0.758,0.254,8,-11.88,1,0.0445,0.859,0.00109,0.171,0.468,123.542,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
29,7GyGDJhHWJl0R0Ug0TLiQK,Indiana,0,170867,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.564,0.38,9,-13.764,0,0.185,0.926,0.145,0.207,0.873,199.176,4,"power, tension, sadness","['power', 'tension', 'sadness']"
30,7HJ6k20mE6Q2rEszelKBBQ,Says My Heart - Take 1,4,168093,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.606,0.254,5,-13.111,1,0.0573,0.971,0.000642,0.188,0.602,131.883,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
31,7HY8wFI8rDuLF83WEfkm0Z,"Baby, Look At You",0,183267,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.555,0.35,5,-12.418,1,0.0451,0.984,0.000738,0.214,0.769,120.607,4,"power, tension","['power', 'tension']"
32,7I42KU8QFe1s6To9IOg6Zq,Having Myself a Time - Take 2,3,152080,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.649,0.267,10,-15.199,1,0.0664,0.917,0.0,0.297,0.585,109.547,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
33,7JexE4guQLwVX9qXEKgu4r,"Me, Myself and I - Take 2",4,155400,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.663,0.327,6,-9.627,0,0.0717,0.918,3.13e-06,0.317,0.755,156.131,4,power,['power']
34,7KyeEr0K0ii5tFu8Tq5Z1h,Tear It Down,0,174520,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.7,0.474,7,-7.28,1,0.122,0.675,0.0,0.438,0.848,114.939,4,"power, tension","['power', 'tension']"
35,7d3cMxczmwWKWdV9ZZMWEZ,(I've Got a Gal in) Kalamazoo,0,194560,0,Glenn Miller,['2aAHdB5HweT3mFcRzm0swc'],1937,0.749,0.263,6,-12.8,1,0.0347,0.876,0.000154,0.23,0.762,131.379,4,"tension, sadness","['tension', 'sadness']"
36,7drDUXnUvjqgcsqOf2IaRR,Green Rolling Hills of West Virginia (Live),0,271133,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.261,0.329,0,-12.618,1,0.0347,0.614,0.0,0.284,0.77,174.988,4,"power, tension, sadness","['power', 'tension', 'sadness']"
37,7faEYkI582uEtdWq7M5o5P,Please Don't Swat a Fly (Live),0,135973,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.495,0.465,0,-11.381,1,0.0408,0.623,0.0,0.194,0.905,121.392,3,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
38,7grxuDwuoVRYGxJo7MNl2f,Tears,0,52925,0,Walter La Ganga,['0bSlUJN68BhL8P90mA49F8'],1937,0.664,0.0562,9,-22.999,0,0.252,0.961,0.869,0.107,0.529,84.035,4,"power, tension","['power', 'tension']"
39,7jqFBYWcqxW8n4UHa7ytiG,St. James Infirmary,3,192493,0,Hot Lips Page,['3GAp4nVDIMnsYFZnD9DWSz'],1937,0.587,0.18,5,-12.349,0,0.0619,0.885,0.00095,0.106,0.64,118.688,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
40,7m4cs2da8on2FXC6IWJ8Wr,Walk Right In,0,137342,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.582,0.437,7,-11.094,1,0.0484,0.834,0.0,0.134,0.831,74.003,4,"power, tension, sadness","['power', 'tension', 'sadness']"
41,7nS82WsuTGcBLFgSMv4KBU,Born to Love,4,158467,0,Billie Holiday,['1YzCsTRb22dQkh9lghPIrp'],1937,0.683,0.287,3,-9.947,1,0.0503,0.927,0.0,0.363,0.651,128.294,4,tenderness,['tenderness']
42,7pBTHMNIbeRheuguVvLtY0,My Dear Companion,0,235713,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.416,0.202,0,-15.507,1,0.0326,0.794,0.00155,0.364,0.647,81.436,4,"solemnity, power, tension, sadness","['solemnity', 'power', 'tension', 'sadness']"
43,7qx8VSDxuKshDB83hmWhel,Ball Playing Blues,0,193654,0,Tommy Griffin,['6N7kcWNKgsDvzVOLvE6YcA'],1937-03-04 00:00:00,0.452,0.263,0,-12.882,1,0.119,0.995,0.335,0.614,0.375,91.771,4,"power, tension, sadness","['power', 'tension', 'sadness']"
44,7rOuiFB7fNj3Is1CaoTgyE,Don't Let Your Deal Go Down,0,174133,0,The 1937 Flood,['6vId2LK5gk2yvSkXFXKzBh'],1937,0.604,0.493,7,-7.979,1,0.0308,0.765,9.78e-06,0.247,0.811,116.37,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
45,7uiXff5ykomRMLfAvmP3xA,Twenty-Three,0,170842,0,Mushy Peas,['7FUVtAMuAvXbrDnOZUJBkr'],1937-01-17 00:00:00,0.709,0.456,2,-13.176,1,0.475,0.575,0.0459,0.149,0.312,81.291,4,"power, tension","['power', 'tension']"
46,7vrfqxhccMEPf8bdsOkSyU,Jadu Dale Hai Machal Machal,1,215920,0,Asha Bhosle,['5as8A4G47Ohu9NSWs3Je8U'],1937-12-01 00:00:00,0.441,0.452,10,-12.866,0,0.178,0.97,0.116,0.161,0.929,179.199,3,"power, tension, sadness","['power', 'tension', 'sadness']"
47,7vsNLQtuktFtdr6qTKyZTa,Twenty-Two,0,205010,0,Mushy Peas,['7FUVtAMuAvXbrDnOZUJBkr'],1937-01-17 00:00:00,0.651,0.57,4,-12.699,0,0.167,0.853,0.0492,0.212,0.671,164.389,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
48,7wax1ZwBaP5O6kCojYvcYP,Vira P'Ra Cá,0,158133,0,Carmen Miranda,['7iSJhi05cFvFylzw921y3H'],1937,0.844,0.394,7,-11.949,1,0.267,0.836,0.206,0.545,0.953,137.096,4,"power, tension","['power', 'tension']"
49,7wiGdcHcyDiqPdzVRocKcQ,Cherokee,2,194227,0,Charlie Barnet & His Orchestra,['4rBAk0XNC7XnH08pOWq7aU'],1937,0.697,0.355,6,-12.294,1,0.0751,0.804,0.117,0.269,0.87,87.094,4,"power, tension","['power', 'tension']"
50,04QEv17R8OMFVKoJAVLj8V,Get Your Reinhardt Out,0,106787,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.769,0.802,0,-7.889,1,0.0322,0.649,0.742,0.0973,0.963,122.146,4,sadness,['sadness']
51,0793HhuWz9FPQ9956vG0iZ,Camptown Races,0,131425,0,"Barnett Parker, Chorus","['4KdMAqS627vpyDfJlntGn9', '2Bu3DMTHHdXW4jnhoWHhPa']",1937-08-03 00:00:00,0.51,0.782,2,-10.577,1,0.166,0.994,0.82,0.408,0.629,128.694,4,"power, tension","['power', 'tension']"
52,0A82C1glZbYFAbuchGEaHr,Je te veux,0,205120,0,"Erik Satie, Jean Wiener","['459INk8vcC0ebEef82WjIK', '5E3DKNk7RA7758N2emg1WV']",1937,0.379,0.0906,1,-24.317,0,0.0364,0.996,0.93,0.222,0.211,61.838,3,"power, tension","['power', 'tension']"
53,0KumXgqAcKdabfFszXPZ7b,You're Laughing At Me,0,230571,0,"Madeleine Carroll, Dick Powell","['1GCd0zRDZQDJbSmHXPZDww', '5hGZNLPNm2t3W0v28geOIK']",1937-05-02 00:00:00,0.337,0.413,3,-11.577,1,0.0459,0.99,0.0552,0.12,0.356,127.728,3,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
54,0Ogu9rTdyAgVa9Hxj6LZyL,Tears,0,253773,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.689,0.426,8,-7.577,1,0.0384,0.776,0.386,0.233,0.19,87.38,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
55,0SevC4SzaBpiX72WPEleQN,He Ain't Got Rhythm,0,332283,0,"Alice Faye, The Ritz Brothers","['7Jr5Krm7sO2as96uMoDfhK', '1BB5OrFeWBl2PoYsn7rF4F']",1937-05-02 00:00:00,0.465,0.707,8,-7.695,1,0.161,0.987,0.00237,0.165,0.775,111.907,4,"power, tension, sadness","['power', 'tension', 'sadness']"
56,0we4g2a3V8KVcUuRiMI2S3,Swing Guitars,0,156227,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.656,0.604,8,-7.651,1,0.0377,0.377,0.562,0.137,0.671,110.527,4,"nostalgia, tenderness","['nostalgia', 'tenderness']"
57,10EpSZuzckyjZOgH22pvyK,I've Got My Love to Keep Me Warm,1,186711,0,"Alice Faye, Dick Powell","['7Jr5Krm7sO2as96uMoDfhK', '5hGZNLPNm2t3W0v28geOIK']",1937-05-02 00:00:00,0.443,0.338,3,-13.63,1,0.0377,0.995,0.962,0.409,0.595,89.123,4,"power, tension","['power', 'tension']"
58,1BfqfAeBwVAfAfWwAOro6K,Red Seal Malt,0,49212,0,Ben Bernie Quartet,['2ZMgvpY5yROwVBBhtnvXX2'],1937-08-03 00:00:00,0.584,0.532,10,-11.662,1,0.434,0.993,0.505,0.33,0.777,82.835,3,"power, tension","['power', 'tension']"
59,1GcnJz2EOk5sCYQIsmr5s5,Never in a Million Years (Reprise),0,95573,0,Bobby Baker,['7DL4qELe3tTF1vAK5Ic0cl'],1937-08-03 00:00:00,0.461,0.526,5,-9.802,1,0.247,0.985,0.365,0.671,0.664,72.361,4,"power, tension, sadness","['power', 'tension', 'sadness']"
60,1MndfjFOFhW48IaCw2gyNY,There's a Lull in My Life,0,152880,0,Alice Faye,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03 00:00:00,0.274,0.359,9,-13.058,1,0.0353,0.984,0.666,0.628,0.38,98.293,3,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
61,1xSisXE810GsU932Q8lNQk,Charleston,0,138227,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.683,0.685,7,-6.575,0,0.0413,0.443,0.922,0.0614,0.878,114.771,4,"power, tension","['power', 'tension']"
62,2071FA4rwjMzoibHn6ihsm,Slumming On Park Avenue,0,369555,0,"Alice Faye, The Ritz Brothers","['7Jr5Krm7sO2as96uMoDfhK', '1BB5OrFeWBl2PoYsn7rF4F']",1937-05-02 00:00:00,0.386,0.649,5,-12.089,0,0.142,0.995,0.877,0.687,0.678,99.771,4,"power, tension, sadness","['power', 'tension', 'sadness']"
63,2fjUD5AAIjmWWoFDi4yjAF,Django's Tiger,0,155013,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.725,0.731,9,-5.846,1,0.0331,0.775,0.915,0.304,0.897,101.653,4,"power, tension","['power', 'tension']"
64,2tXeDAaIHxBksEZWq3rc9e,Rose Room,0,175133,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.686,0.713,5,-4.806,1,0.043,0.779,0.89,0.0898,0.917,89.087,4,power,['power']
65,2yRmN2EZZJnO2yAFndGsXZ,This Year's Kisses (Reprise),0,61254,0,Alice Faye,['7Jr5Krm7sO2as96uMoDfhK'],1937-05-02 00:00:00,0.325,0.297,6,-14.516,1,0.0347,0.985,0.969,0.247,0.236,63.808,4,"power, tension, sadness","['power', 'tension', 'sadness']"
66,3GTVqVDebpTLFt5tJ5HEEH,Limehouse Blues,0,256627,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.53,0.689,7,-6.536,1,0.0324,0.466,0.822,0.0808,0.271,131.169,4,"power, tension, sadness","['power', 'tension', 'sadness']"
67,3KO73tBgFKymQrAqoN0YZJ,I'm Bubbling Over,0,83870,0,"Grace Bradley, Brewster Twins","['6UFWhyjo4b6eCkRJmAX6N4', '50XCW2hdB2IIWPohi9rHJw']",1937-08-03 00:00:00,0.747,0.54,10,-10.153,1,0.0494,0.994,0.934,0.428,0.956,131.345,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
68,3wXwUDsITcUQ1MN19IBm8g,Wake Up and Live,0,95202,0,Alice Faye,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03 00:00:00,0.601,0.359,5,-9.758,1,0.0346,0.985,0.935,0.18,0.822,126.486,4,"tension, sadness","['tension', 'sadness']"
69,4LXfqmhQ1HkzvXoCG5ckgX,The Girl On the Police Gazette,0,271022,0,Dick Powell,['5hGZNLPNm2t3W0v28geOIK'],1937-05-02 00:00:00,0.357,0.417,7,-9.81,1,0.0504,0.992,0.0173,0.433,0.482,108.285,5,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
70,4PCkqLtp3zwC5tMpxrsixP,Ode to Django,0,259933,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.475,0.755,6,-5.066,0,0.039,0.741,0.929,0.118,0.604,177.724,3,"power, tension","['power', 'tension']"
71,4wwaqsDWnw2qehX9ZaSgKV,Minor Swing,0,276747,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.725,0.789,0,-4.271,0,0.0344,0.488,0.942,0.142,0.475,97.683,4,power,['power']
72,54zbfwVmi21RzRxpUhEcDK,Hanging Out with Django,0,202787,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.77,0.647,9,-9.433,1,0.0403,0.74,0.848,0.126,0.96,114.014,4,"power, tension","['power', 'tension']"
73,5LUO2jWcLJLy3QkbLjqRRU,On the Avenue (Overture),0,108577,0,Orchestra,['21ND47q78JLAfDR1qpKQmj'],1937-05-02 00:00:00,0.354,0.543,8,-8.332,1,0.0593,0.988,0.869,0.315,0.598,112.305,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']"
74,699QQUXbqCNfKG08NuG9sD,Wake Up and Live (Reprise),0,73747,0,Buddy Clark,['2yAaHNsFdr56XUvYsKcTJM'],1937-08-03 00:00:00,0.54,0.658,9,-8.404,0,0.233,0.977,0.632,0.664,0.883,69.963,4,"power, tension","['power', 'tension']"
75,6CrD8P5OUjybWs7dMUxugY,"Oh, But I'm Happy",0,119072,0,Buddy Clark,['2yAaHNsFdr56XUvYsKcTJM'],1937-08-03 00:00:00,0.556,0.687,0,-7.816,1,0.0756,0.971,0.000791,0.429,0.827,100.449,4,"power, tension","['power', 'tension']"
76,6zJCC1YnyJNk8NrvZNTNc2,It's Swell of You (Reprise),0,80434,0,Buddy Clark,['2yAaHNsFdr56XUvYsKcTJM'],1937-08-03 00:00:00,0.425,0.318,7,-13.156,0,0.0412,0.99,0.889,0.167,0.848,121.409,4,"power, tension, sadness","['power', 'tension', 'sadness']"
77,7HjgsrBhwRzJUIn2fbB7Tu,Django's Tears,0,202933,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.403,0.454,9,-10.488,1,0.0452,0.746,0.665,0.13,0.418,206.501,4,"power, tension, sadness","['power', 'tension', 'sadness']"
78,7j1doqIYkCCDw1f6Ga5fYR,After You've Gone,0,318453,0,Sonny Davis,['47GqH3B5P9SkgzhjVTcq4K'],1937,0.601,0.706,7,-4.802,1,0.0355,0.63,0.449,0.211,0.733,123.154,4,power,['power']
79,2fzQJzCsURVzw4luzqZPcw,Tennessee Waltz,38,173035,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.562,0.255,0,-10.256,1,0.031,0.742,0.0,0.138,0.501,114.008,4,"tenderness, sadness","['tenderness', 'sadness']"
80,6M3Rbbb4MxILHeOgYl7RyD,Blue Eyes Crying in the Rain,20,159800,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.484,0.319,7,-9.421,1,0.0306,0.831,0.0,0.27,0.532,154.845,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']"
81,4hKAtK5wZ2ionlboLtt5Qj,Don't Be That Way - Live,18,252400,0,Benny Goodman Big Band,['19WI0a6duKEjzHBliYUPBX'],1938,0.464,0.568,6,-12.352,1,0.0529,0.462,0.789,0.268,0.38,166.641,4,"power, tension","['power', 'tension']"
82,0RoShl3wvKpsqxTGZQLN6M,You Go To My Head,17,141000,0,James Piano Bar,['5p44gWXVKjv3OMhh8Uj1bH'],1938,0.617,0.138,6,-18.101,1,0.0463,0.995,0.968,0.111,0.176,76.906,3,"power, tension","['power', 'tension']"
83,765kaid8bnMhjCKoQ1Ji2B,This Can't Be Love,17,135500,0,Patrick Hunt,['3t4jXLaLsUFKjmhA5NiNYL'],1938,0.766,0.17,9,-17.258,1,0.064,0.966,0.954,0.111,0.576,122.928,4,sadness,['sadness']
84,7uMH3LhITNf4xq4eDrfdah,Sing Sing Sing (With a Swing) - Live,17,722173,0,Benny Goodman,['1pBuKaLHJlIlqYxQQaflve'],1938,0.491,0.423,11,-16.153,1,0.07,0.26,0.434,0.109,0.119,109.56,4,"power, tension, sadness","['power', 'tension', 'sadness']"
85,1P3TvrLuFayQPeTD9yBS6b,Iubesc femeia,16,191974,0,Cristian Vasile,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01 00:00:00,0.638,0.298,5,-10.302,1,0.0522,0.971,0.0,0.242,0.63,111.799,4,tension,['tension']
86,6zFK10wnUhahS6rvswtfZp,One O'Clock Jump - Live,16,407293,0,Benny Goodman Big Band,['19WI0a6duKEjzHBliYUPBX'],1938,0.445,0.453,1,-14.957,1,0.0657,0.611,0.649,0.351,0.521,170.046,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']"
87,02EE0lRw2QHL2HAu50TYI5,Fireball Mail,13,150326,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.812,0.4,9,-9.717,1,0.033,0.96,0.00278,0.296,0.727,116.154,4,tension,['tension']
88,4bvisc710cyNYiwjL8mcZo,Wait for the Light to Shine,13,153107,0,Roy Acuff,['7heUyuJw3gZftFZRa1rV6M'],1938,0.67,0.376,9,-9.544,1,0.0296,0.878,5.66e-06,0.709,0.766,107.086,4,sadness,['sadness']
89,61qk62IaVEstkEPhYOgMXV,Praise The Lord And Pass The Ammunition,13,152133,0,Kay Kyser,['1rc9yw3jWWiTGBpUaUpuCa'],1938,0.624,0.279,7,-10.346,1,0.0361,0.916,0.000382,0.103,0.778,130.465,4,tension,['tension']
90,0UToQ33vXNQ78H3e8KqsfQ,"Echoes of Harlem, ""Cootie's Concerto"": Echoes of Harlem (Cootie's Concerto)",12,183600,0,Duke Ellington,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.659,0.0935,1,-15.843,1,0.0544,0.988,0.89,0.124,0.381,100.141,4,"power, tension, sadness","['power', 'tension', 'sadness']"
91,0wkL4PYH8vGoU4UERFPYRv,Memories of You (with Charlie Christian),12,190507,0,"Benny Goodman, Charlie Christian","['1pBuKaLHJlIlqYxQQaflve', '0WdDpEeDIDmtYh5sqRrdI6']",1938,0.644,0.0544,0,-22.787,0,0.0382,0.986,0.29,0.117,0.5,88.472,4,"power, tension, sadness","['power', 'tension', 'sadness']"
